variable,samples,response,method,test statistic,runtime,p.value,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
Noise,900,UL,CQO,4.810863444533489e-4,1782.6229999999996,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
env1,900,UL,CQO,4.013088789509116,411.43599999999424,0,0,0,0,0,0,0,0,0,0,0
env2,900,UL,CQO,0.7087074751938568,411.43599999999424,0.9900990099009901,1,1,1,1,1,0,0,0,0,0
Noise,900,UL,CQO,0.0036949628675808288,411.43599999999424,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,900,UL,CQO,0.0076513042563095875,411.43599999999424,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
env1,100,UB,CQO,1.3687965932005772,104.70000000000005,0.0297029702970297,1,0,0,0,0,0,0,0,0,0
env2,100,UB,CQO,1.3684250114909444,104.70000000000005,0.0297029702970297,1,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.040686570211153975,104.70000000000005,0.6138613861386139,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.03109302702615867,104.70000000000005,0.6633663366336634,0,0,0,0,0,0,0,0,0,0
env1,100,UB,CQO,1.3340387847818593,82.87300000000005,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
env2,100,UB,CQO,1.3325053832755862,82.87300000000005,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.002499263769817292,82.87300000000005,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.06455399841253599,82.87300000000005,0.3564356435643564,0,0,0,0,0,0,0,0,0,0
env1,100,UB,CQO,1.1997337698188026,77.02800000000025,0.04950495049504951,1,1,0,0,0,0,0,0,0,0
env2,100,UB,CQO,1.199690089504898,77.02800000000025,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.00329114466448609,77.02800000000025,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.01035849741890778,77.02800000000025,0.9108910891089109,0,0,0,0,0,0,0,0,0,0
env1,100,UB,CQO,6.9017238714273645,67.86200000000008,0,0,0,0,0,0,0,0,0,0,0
env2,100,UB,CQO,2.9866273583917526,67.86200000000008,0,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.09557606065829437,67.86200000000008,0.24752475247524752,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.0699681749761688,67.86200000000008,0.37623762376237624,0,0,0,0,0,0,0,0,0,0
env1,100,UB,CQO,1.4092031380338175,93.42599999999948,0,0,0,0,0,0,0,0,0,0,0
env2,100,UB,CQO,1.40898194247607,93.42599999999948,0,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.03333830220377296,93.42599999999948,0.5841584158415841,0,0,0,0,0,0,0,0,0,0
Noise,100,UB,CQO,0.022826313175603505,93.42599999999948,0.8118811881188119,0,0,0,0,0,0,0,0,0,0
env1,225,UB,CQO,1.2947549437882342,207.96900000000002,0,0,0,0,0,0,0,0,0,0,0
env2,225,UB,CQO,1.2946616190257352,207.96900000000002,0,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.024260134862381565,207.96900000000002,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.01078913567284674,207.96900000000002,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,225,UB,CQO,6.569647621439055,174.7460000000001,0,0,0,0,0,0,0,0,0,0,0
env2,225,UB,CQO,3.006364189050308,174.7460000000001,0,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.019393642130567303,174.7460000000001,0.7524752475247525,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.048453711677489256,174.7460000000001,0.40594059405940597,0,0,0,0,0,0,0,0,0,0
env1,225,UB,CQO,1.139098460829441,207.20699999999943,0.12871287128712872,1,1,1,1,1,0,0,0,0,0
env2,225,UB,CQO,1.1391550489498181,207.20699999999943,0.06930693069306931,1,1,1,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.010919045780047994,207.20699999999943,0.8514851485148515,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.016369107884672163,207.20699999999943,0.8217821782178217,0,0,0,0,0,0,0,0,0,0
env1,225,UB,CQO,1.3971602043807647,732.2909999999993,0,0,0,0,0,0,0,0,0,0,0
env2,225,UB,CQO,1.39695662085837,732.2909999999993,0,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.004150938141804848,732.2909999999993,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.026178668578619717,732.2909999999993,0.6039603960396039,0,0,0,0,0,0,0,0,0,0
env1,225,UB,CQO,1.3870253709782268,171.85200000000077,0,0,0,0,0,0,0,0,0,0,0
env2,225,UB,CQO,1.3861442721404762,171.85200000000077,0,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.04969607538326321,171.85200000000077,0.33663366336633666,0,0,0,0,0,0,0,0,0,0
Noise,225,UB,CQO,0.021680740205686777,171.85200000000077,0.6831683168316832,0,0,0,0,0,0,0,0,0,0
env1,400,UB,CQO,1.0492585308279312,1175.2739999999976,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
env2,400,UB,CQO,1.0492461415090306,1175.2739999999976,0,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.010049707130704782,1175.2739999999976,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.007370225822188853,1175.2739999999976,0.9108910891089109,0,0,0,0,0,0,0,0,0,0
env1,400,UB,CQO,6.466975607190848,270.15400000000227,0,0,0,0,0,0,0,0,0,0,0
env2,400,UB,CQO,2.844934876345333,270.15400000000227,0,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.04837489929405383,270.15400000000227,0.12871287128712872,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.03119678529697668,270.15400000000227,0.37623762376237624,0,0,0,0,0,0,0,0,0,0
env1,400,UB,CQO,1.2296346098031803,293.41499999999724,0.13861386138613863,1,1,1,1,1,0,0,0,0,0
env2,400,UB,CQO,1.2295547118134773,293.41499999999724,0.009900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.006901587617370711,293.41499999999724,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.018910402628387522,293.41499999999724,0.594059405940594,0,0,0,0,0,0,0,0,0,0
env1,400,UB,CQO,1.4122503169603986,259.6709999999948,0,0,0,0,0,0,0,0,0,0,0
env2,400,UB,CQO,1.4122411104286658,259.6709999999948,0,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.006343402006576627,259.6709999999948,0.9405940594059405,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.0030352006579506064,259.6709999999948,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
env1,400,UB,CQO,6.536700087544775,315.0540000000037,0,0,0,0,0,0,0,0,0,0,0
env2,400,UB,CQO,2.4882633112623735,315.0540000000037,0,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.022038762757172634,315.0540000000037,0.5148514851485149,0,0,0,0,0,0,0,0,0,0
Noise,400,UB,CQO,0.018000482176605773,315.0540000000037,0.5544554455445545,0,0,0,0,0,0,0,0,0,0
env1,625,UB,CQO,1.3296284021420839,1754.1960000000036,0,0,0,0,0,0,0,0,0,0,0
env2,625,UB,CQO,1.329630201647855,1754.1960000000036,0,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.005476005946400177,1754.1960000000036,0.900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.004843475926932153,1754.1960000000036,0.9603960396039604,0,0,0,0,0,0,0,0,0,0
env1,625,UB,CQO,6.472664356532163,1901.104999999996,0,0,0,0,0,0,0,0,0,0,0
env2,625,UB,CQO,2.563165522044971,1901.104999999996,0,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.07673122793994533,1901.104999999996,0.019801980198019802,0,0,0,0,0,0,1,1,1,1
Noise,625,UB,CQO,0.012840436044354968,1901.104999999996,0.801980198019802,0,0,0,0,0,0,0,0,0,0
env1,625,UB,CQO,1.0829435769058107,473.91300000000047,0.04950495049504951,1,1,0,0,0,0,0,0,0,0
env2,625,UB,CQO,1.0829515286511184,473.91300000000047,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
Noise,625,UB,CQO,0.00495376680474492,473.91300000000047,0.9306930693069307,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.006318345030934719,473.91300000000047,0.9306930693069307,0,0,0,0,0,0,0,0,0,0
env1,625,UB,CQO,6.263667519133371,477.79899999999907,0,0,0,0,0,0,0,0,0,0,0
env2,625,UB,CQO,2.9365394040590838,477.79899999999907,0,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.04553864022048085,477.79899999999907,0.18811881188118812,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.03463473150221115,477.79899999999907,0.3465346534653465,0,0,0,0,0,0,0,0,0,0
env1,625,UB,CQO,6.138149486439532,502.9340000000084,0,0,0,0,0,0,0,0,0,0,0
env2,625,UB,CQO,2.843860745145572,502.9340000000084,0,0,0,0,0,0,0,0,0,0,0
Noise,625,UB,CQO,0.052762925745943656,502.9340000000084,0.06930693069306931,0,0,0,0,0,0,0,0,1,1
Noise,625,UB,CQO,0.015534992823504783,502.9340000000084,0.6831683168316832,0,0,0,0,0,0,0,0,0,0
env1,900,UB,CQO,1.3676226010808195,2585.4919999999984,0,0,0,0,0,0,0,0,0,0,0
env2,900,UB,CQO,1.367620567024458,2585.4919999999984,0,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,6.80919555598754e-4,2585.4919999999984,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.004526353990538286,2585.4919999999984,0.900990099009901,0,0,0,0,0,0,0,0,0,0
env1,900,UB,CQO,6.1752544769397835,692.7869999999966,0,0,0,0,0,0,0,0,0,0,0
env2,900,UB,CQO,2.8792067647171207,692.7869999999966,0,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.04426152044984037,692.7869999999966,0.12871287128712872,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.009697732284398816,692.7869999999966,0.7821782178217822,0,0,0,0,0,0,0,0,0,0
env1,900,UB,CQO,1.1011085630211919,730.3640000000014,0,0,0,0,0,0,0,0,0,0,0
env2,900,UB,CQO,1.1010850003414996,730.3640000000014,0,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.00843088866787901,730.3640000000014,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.003151216236322078,730.3640000000014,0.9306930693069307,0,0,0,0,0,0,0,0,0,0
env1,900,UB,CQO,6.291031901845543,764.7110000000102,0,0,0,0,0,0,0,0,0,0,0
env2,900,UB,CQO,2.887275312469395,764.7110000000102,0,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.008168817509150765,764.7110000000102,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.03316823010513774,764.7110000000102,0.26732673267326734,0,0,0,0,0,0,0,0,0,0
env1,900,UB,CQO,6.40874347389583,685.5430000000051,0,0,0,0,0,0,0,0,0,0,0
env2,900,UB,CQO,2.587894139080129,685.5430000000051,0,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.04054827711597026,685.5430000000051,0.12871287128712872,0,0,0,0,0,0,0,0,0,0
Noise,900,UB,CQO,0.012847951535462561,685.5430000000051,0.6435643564356436,0,0,0,0,0,0,0,0,0,0
env1,25,LL,CQO,1.3337061950213647,13.280000000000001,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
env2,25,LL,CQO,1.018138192243193,13.280000000000001,0.13861386138613863,1,1,1,1,1,0,0,0,0,0
Noise,25,LL,CQO,0.10400686152472133,13.280000000000001,0.693069306930693,0,0,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.35234192438554107,13.280000000000001,0.25742574257425743,0,0,0,0,0,0,0,0,0,0
env1,25,LL,CQO,0.9062862046602755,18.870000000000005,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
env2,25,LL,CQO,1.0273583644585786,18.870000000000005,0.1485148514851485,1,1,1,1,1,0,0,0,0,0
Noise,25,LL,CQO,0.22317998484016702,18.870000000000005,0.45544554455445546,0,0,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.22140432927390463,18.870000000000005,0.45544554455445546,0,0,0,0,0,0,0,0,0,0
env1,25,LL,CQO,1.2438263997145191,13.5,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
env2,25,LL,CQO,1.2802547145857082,13.5,0.0891089108910891,1,1,1,1,0,0,0,0,0,0
Noise,25,LL,CQO,0.3207290553284614,13.5,0.3069306930693069,0,0,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.18319647780057058,13.5,0.6138613861386139,0,0,0,0,0,0,0,0,0,0
env1,25,LL,CQO,1.3395137665584627,22.959999999999923,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
env2,25,LL,CQO,1.3219377379910866,22.959999999999923,0.04950495049504951,1,1,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.23915915592026835,22.959999999999923,0.40594059405940597,0,0,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.16821503802388368,22.959999999999923,0.45544554455445546,0,0,0,0,0,0,0,0,0,0
env1,25,LL,CQO,1.114019521044419,13.509999999999991,0.1485148514851485,1,1,1,1,1,0,0,0,0,0
env2,25,LL,CQO,0.9114374137083874,13.509999999999991,0.2871287128712871,1,1,1,1,1,0,0,0,0,0
Noise,25,LL,CQO,0.37096615106040165,13.509999999999991,0.3069306930693069,0,0,0,0,0,0,0,0,0,0
Noise,25,LL,CQO,0.5585521529545857,13.509999999999991,0.04950495049504951,0,0,0,0,0,0,0,1,1,1
env1,100,LL,CQO,0.8622542341871603,177.56999999999994,0.32673267326732675,1,1,1,1,1,0,0,0,0,0
env2,100,LL,CQO,0.9051910781012962,177.56999999999994,0.19801980198019803,1,1,1,1,1,0,0,0,0,0
Noise,100,LL,CQO,0.04098510949483908,177.56999999999994,0.7623762376237624,0,0,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.044597712957071795,177.56999999999994,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
env1,100,LL,CQO,0.8748713989747069,32.72000000000003,0.1188118811881188,1,1,1,1,1,0,0,0,0,0
env2,100,LL,CQO,0.8602890798972339,32.72000000000003,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.026735675394334562,32.72000000000003,0.7326732673267327,0,0,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.07374054596116593,32.72000000000003,0.40594059405940597,0,0,0,0,0,0,0,0,0,0
env1,100,LL,CQO,0.8389029606386386,95.24000000000001,0.15841584158415842,1,1,1,1,1,0,0,0,0,0
env2,100,LL,CQO,0.8310365816561226,95.24000000000001,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
Noise,100,LL,CQO,0.033180988250403165,95.24000000000001,0.8415841584158416,0,0,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.006893725461129773,95.24000000000001,0.9801980198019802,0,0,0,0,0,0,0,0,0,0
env1,100,LL,CQO,1.0338134679686495,95.04999999999995,0.16831683168316833,1,1,1,1,1,0,0,0,0,0
env2,100,LL,CQO,1.0233698151639237,95.04999999999995,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.015259801622418936,95.04999999999995,0.8811881188118812,0,0,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.040589663522357086,95.04999999999995,0.7128712871287128,0,0,0,0,0,0,0,0,0,0
env1,100,LL,CQO,0.8043340926021704,23.5,0,0,0,0,0,0,0,0,0,0,0
env2,100,LL,CQO,0.8335099182226441,23.5,0.07920792079207921,1,1,1,1,0,0,0,0,0,0
Noise,100,LL,CQO,0.05598451637267671,23.5,0.45544554455445546,0,0,0,0,0,0,0,0,0,0
Noise,100,LL,CQO,0.045119953200147354,23.5,0.7524752475247525,0,0,0,0,0,0,0,0,0,0
env1,225,LL,CQO,0.9178456013508898,206.18999999999994,0.06930693069306931,1,1,1,0,0,0,0,0,0,0
env2,225,LL,CQO,0.9183340140788304,206.18999999999994,0.07920792079207921,1,1,1,1,0,0,0,0,0,0
Noise,225,LL,CQO,0.028432871193446528,206.18999999999994,0.7128712871287128,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.003593177289590153,206.18999999999994,0.9603960396039604,0,0,0,0,0,0,0,0,0,0
env1,225,LL,CQO,0.865889808643974,322.05999999999995,0.12871287128712872,1,1,1,1,1,0,0,0,0,0
env2,225,LL,CQO,0.8650974380852982,322.05999999999995,0.04950495049504951,1,1,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.01893065731407765,322.05999999999995,0.8118811881188119,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.007780504548368509,322.05999999999995,0.9702970297029703,0,0,0,0,0,0,0,0,0,0
env1,225,LL,CQO,1.035563861160856,225.1300000000001,0,0,0,0,0,0,0,0,0,0,0
env2,225,LL,CQO,1.03749083977072,225.1300000000001,0,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.03431207155160586,225.1300000000001,0.7623762376237624,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.008241569424602725,225.1300000000001,0.9603960396039604,0,0,0,0,0,0,0,0,0,0
env1,225,LL,CQO,0.8866220464013403,211.14999999999964,0.19801980198019803,1,1,1,1,1,0,0,0,0,0
env2,225,LL,CQO,0.8798996907398207,211.14999999999964,0.12871287128712872,1,1,1,1,1,0,0,0,0,0
Noise,225,LL,CQO,0.03329877214349357,211.14999999999964,0.7722772277227723,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.031249749252102537,211.14999999999964,0.7326732673267327,0,0,0,0,0,0,0,0,0,0
env1,225,LL,CQO,0.9826282806201364,4280.130000000001,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
env2,225,LL,CQO,0.9808930842375322,4280.130000000001,0.1485148514851485,1,1,1,1,1,0,0,0,0,0
Noise,225,LL,CQO,0.013345645650261983,4280.130000000001,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
Noise,225,LL,CQO,0.03291779850323641,4280.130000000001,0.801980198019802,0,0,0,0,0,0,0,0,0,0
env1,400,LL,CQO,0.9112461138560732,402.4400000000003,0.1188118811881188,1,1,1,1,1,0,0,0,0,0
env2,400,LL,CQO,0.9117535724431569,402.4400000000003,0.33663366336633666,1,1,1,1,1,0,0,0,0,0
Noise,400,LL,CQO,0.0029287787634721604,402.4400000000003,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.010771028700876059,402.4400000000003,0.801980198019802,0,0,0,0,0,0,0,0,0,0
env1,400,LL,CQO,0.8519966953390269,1132.2400000000002,0.0891089108910891,1,1,1,1,0,0,0,0,0,0
env2,400,LL,CQO,0.8537464404518148,1132.2400000000002,0.0297029702970297,1,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.011522824724093675,1132.2400000000002,0.7623762376237624,0,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.010629221403043378,1132.2400000000002,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,400,LL,CQO,0.7920701996484731,347.6999999999998,0.37623762376237624,1,1,1,1,1,0,0,0,0,0
env2,400,LL,CQO,0.7904080995130283,347.6999999999998,0.0891089108910891,1,1,1,1,0,0,0,0,0,0
Noise,400,LL,CQO,0.00827974968772818,347.6999999999998,0.8910891089108911,0,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.014509341499452108,347.6999999999998,0.8217821782178217,0,0,0,0,0,0,0,0,0,0
env1,400,LL,CQO,0.9950126753174938,116.57000000000062,0.04950495049504951,1,1,0,0,0,0,0,0,0,0
env2,400,LL,CQO,0.9986716062655885,116.57000000000062,0.25742574257425743,1,1,1,1,1,0,0,0,0,0
Noise,400,LL,CQO,0.041638052713109455,116.57000000000062,0.4158415841584158,0,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.01707207586358402,116.57000000000062,0.5841584158415841,0,0,0,0,0,0,0,0,0,0
env1,400,LL,CQO,0.731497342118007,431.10000000000036,0.26732673267326734,1,1,1,1,1,0,0,0,0,0
env2,400,LL,CQO,0.7326736278285736,431.10000000000036,0.6039603960396039,1,1,1,1,1,0,0,0,0,0
Noise,400,LL,CQO,0.01722428073577456,431.10000000000036,0.5247524752475248,0,0,0,0,0,0,0,0,0,0
Noise,400,LL,CQO,0.004824774502309606,431.10000000000036,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
env1,625,LL,CQO,0.7179446746798133,934.380000000001,0.49504950495049505,1,1,1,1,1,0,0,0,0,0
env2,625,LL,CQO,0.7143274806385329,934.380000000001,0.49504950495049505,1,1,1,1,1,0,0,0,0,0
Noise,625,LL,CQO,0.014393659920527456,934.380000000001,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.020680821355473503,934.380000000001,0.7128712871287128,0,0,0,0,0,0,0,0,0,0
env1,625,LL,CQO,0.9663979747719047,750.9999999999964,0.40594059405940597,1,1,1,1,1,0,0,0,0,0
env2,625,LL,CQO,0.9622502980342781,750.9999999999964,0.2376237623762376,1,1,1,1,1,0,0,0,0,0
Noise,625,LL,CQO,0.018470576893315785,750.9999999999964,0.594059405940594,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.017639304792599203,750.9999999999964,0.6336633663366337,0,0,0,0,0,0,0,0,0,0
env1,625,LL,CQO,0.87745390930264,1005.6699999999983,0.3564356435643564,1,1,1,1,1,0,0,0,0,0
env2,625,LL,CQO,0.8794371007253571,1005.6699999999983,0.2376237623762376,1,1,1,1,1,0,0,0,0,0
Noise,625,LL,CQO,0.005956367303829625,1005.6699999999983,0.9306930693069307,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.011787296019429827,1005.6699999999983,0.7920792079207921,0,0,0,0,0,0,0,0,0,0
env1,625,LL,CQO,0.9935103606454536,770.8300000000017,0.009900990099009901,0,0,0,0,0,0,0,0,0,0
env2,625,LL,CQO,0.9930606706562726,770.8300000000017,0.009900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.01715237489121852,770.8300000000017,0.7920792079207921,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.007736952124145545,770.8300000000017,0.8613861386138614,0,0,0,0,0,0,0,0,0,0
env1,625,LL,CQO,0.9928491717940364,1591.939999999995,0.13861386138613863,1,1,1,1,1,0,0,0,0,0
env2,625,LL,CQO,0.9914945479430989,1591.939999999995,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.003879041158378481,1591.939999999995,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
Noise,625,LL,CQO,0.02000145535169067,1591.939999999995,0.6534653465346535,0,0,0,0,0,0,0,0,0,0
env1,900,LL,CQO,0.7347990729838827,1594.5,0.3069306930693069,1,1,1,1,1,0,0,0,0,0
env2,900,LL,CQO,0.7364359464868949,1594.5,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.0223409830802076,1594.5,0.693069306930693,0,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.005302807251648111,1594.5,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
env1,900,LL,CQO,0.7789085047453206,986.4100000000035,0.31683168316831684,1,1,1,1,1,0,0,0,0,0
env2,900,LL,CQO,0.7799616257519144,986.4100000000035,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
Noise,900,LL,CQO,0.011310299643484893,986.4100000000035,0.7920792079207921,0,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.003009773013636651,986.4100000000035,0.9801980198019802,0,0,0,0,0,0,0,0,0,0
env1,900,LL,CQO,0.70096159680672665,1218.3700000000026,0.39603960396039606,1,1,1,1,1,0,0,0,0,0
env2,900,LL,CQO,0.7021937541812121,1218.3700000000026,0.25742574257425743,1,1,1,1,1,0,0,0,0,0
Noise,900,LL,CQO,0.016132356406084958,1218.3700000000026,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.009236618397878444,1218.3700000000026,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,900,LL,CQO,0.8040257953075163,756.4599999999919,0.32673267326732675,1,1,1,1,1,0,0,0,0,0
env2,900,LL,CQO,0.8045996078376707,756.4599999999919,0.39603960396039606,1,1,1,1,1,0,0,0,0,0
Noise,900,LL,CQO,0.02047981278100846,756.4599999999919,0.6633663366336634,0,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.006383439069624592,756.4599999999919,0.8910891089108911,0,0,0,0,0,0,0,0,0,0
env1,900,LL,CQO,0.9238775339932818,847.7599999999948,0.12871287128712872,1,1,1,1,1,0,0,0,0,0
env2,900,LL,CQO,0.9239278183635521,847.7599999999948,0.16831683168316833,1,1,1,1,1,0,0,0,0,0
Noise,900,LL,CQO,0.006322651094336075,847.7599999999948,0.9108910891089109,0,0,0,0,0,0,0,0,0,0
Noise,900,LL,CQO,0.008782834922865548,847.7599999999948,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
env1,25,LB,CQO,5.050415541540906,22.37399999999616,0,0,0,0,0,0,0,0,0,0,0
env2,25,LB,CQO,0.8199084858110484,22.37399999999616,0.22772277227722773,1,1,1,1,1,0,0,0,0,0
Noise,25,LB,CQO,0.01722823852996661,22.37399999999616,0.9405940594059405,0,0,0,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.08351491130100054,22.37399999999616,0.46534653465346537,0,0,0,0,0,0,0,0,0,0
