variable,samples,response,method,test statistic,runtime,p.value,false.negative.01,false.negative.03,false.negative.05,false.negative.07,false.negative.1,false.positive.01,false.positive.03,false.positive.05,false.positive.07,false.positive.1
env1,25,LB,CQO,4.999438801813951,80.25200000000041,0,0,0,0,0,0,0,0,0,0,0
env2,25,LB,CQO,1.1154340657022606,80.25200000000041,0.37623762376237624,1,1,1,1,1,0,0,0,0,0
Noise,25,LB,CQO,0.07546437830796376,80.25200000000041,0.6534653465346535,0,0,0,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.07424921019537598,80.25200000000041,0.5445544554455446,0,0,0,0,0,0,0,0,0,0
env1,25,LB,CQO,1.059464360012149,22.99600000000646,0.1782178217821782,1,1,1,1,1,0,0,0,0,0
env2,25,LB,CQO,1.053042241185536,22.99600000000646,0.33663366336633666,1,1,1,1,1,0,0,0,0,0
Noise,25,LB,CQO,0.06779806117745134,22.99600000000646,0.6138613861386139,0,0,0,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.09471144714293421,22.99600000000646,0.5346534653465347,0,0,0,0,0,0,0,0,0,0
env1,25,LB,CQO,1.0581307336645942,28.993999999998778,0.38613861386138615,1,1,1,1,1,0,0,0,0,0
env2,25,LB,CQO,1.0534658519706404,28.993999999998778,0.32673267326732675,1,1,1,1,1,0,0,0,0,0
Noise,25,LB,CQO,0.0345570066916151,28.993999999998778,0.8514851485148515,0,0,0,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.09352902873443318,28.993999999998778,0.504950495049505,0,0,0,0,0,0,0,0,0,0
env1,25,LB,CQO,1.3327377210035605,24.79200000000128,0.13861386138613863,1,1,1,1,1,0,0,0,0,0
env2,25,LB,CQO,1.32153951764166,24.79200000000128,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.15475559297999925,24.79200000000128,0.49504950495049505,0,0,0,0,0,0,0,0,0,0
Noise,25,LB,CQO,0.07603985842872771,24.79200000000128,0.5841584158415841,0,0,0,0,0,0,0,0,0,0
env1,100,LB,CQO,1.1170526996034964,89.41599999999744,0.0297029702970297,1,0,0,0,0,0,0,0,0,0
env2,100,LB,CQO,1.115957832603897,89.41599999999744,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
Noise,100,LB,CQO,0.02294686268326368,89.41599999999744,0.5247524752475248,0,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.04381154194896451,89.41599999999744,0.22772277227722773,0,0,0,0,0,0,0,0,0,0
env1,100,LB,CQO,1.066171650297002,81.70300000000134,0.13861386138613863,1,1,1,1,1,0,0,0,0,0
env2,100,LB,CQO,1.0660408830139168,81.70300000000134,0.24752475247524752,1,1,1,1,1,0,0,0,0,0
Noise,100,LB,CQO,0.015910032487160202,81.70300000000134,0.5742574257425742,0,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.005665689915259334,81.70300000000134,0.900990099009901,0,0,0,0,0,0,0,0,0,0
env1,100,LB,CQO,1.3559574608788392,80.64500000000407,0,0,0,0,0,0,0,0,0,0,0
env2,100,LB,CQO,1.3553743058948748,80.64500000000407,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.0010595143097233827,80.64500000000407,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.039782666618344946,80.64500000000407,0.33663366336633666,0,0,0,0,0,0,0,0,0,0
env1,100,LB,CQO,1.3444339757401278,63.16800000000512,0,0,0,0,0,0,0,0,0,0,0
env2,100,LB,CQO,1.34429650531562,63.16800000000512,0.07920792079207921,1,1,1,1,0,0,0,0,0,0
Noise,100,LB,CQO,0.012674675338733881,63.16800000000512,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.01447277022809916,63.16800000000512,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
env1,100,LB,CQO,1.355362519176364,54.76400000000285,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
env2,100,LB,CQO,1.354788366673782,54.76400000000285,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.03911105536296487,54.76400000000285,0.26732673267326734,0,0,0,0,0,0,0,0,0,0
Noise,100,LB,CQO,0.005401423904087845,54.76400000000285,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
env1,225,LB,CQO,1.3667141055116492,110.01499999999942,0,0,0,0,0,0,0,0,0,0,0
env2,225,LB,CQO,1.3662598977223206,110.01499999999942,0,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.003639958751856443,110.01499999999942,0.8613861386138614,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.03505750910258578,110.01499999999942,0.2079207920792079,0,0,0,0,0,0,0,0,0,0
env1,225,LB,CQO,1.3923751199609495,107.39199999999983,0,0,0,0,0,0,0,0,0,0,0
env2,225,LB,CQO,1.3919408317031527,107.39199999999983,0,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.03289994305153651,107.39199999999983,0.25742574257425743,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.011270718119178211,107.39199999999983,0.5841584158415841,0,0,0,0,0,0,0,0,0,0
env1,225,LB,CQO,1.2752851932150255,98.43299999999726,0.0297029702970297,1,0,0,0,0,0,0,0,0,0
env2,225,LB,CQO,1.275165091868936,98.43299999999726,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.015386651425251658,98.43299999999726,0.44554455445544555,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.008383110297878716,98.43299999999726,0.7821782178217822,0,0,0,0,0,0,0,0,0,0
env1,225,LB,CQO,3.9488041971339567,136.38200000000506,0,0,0,0,0,0,0,0,0,0,0
env2,225,LB,CQO,0.82914936269557,136.38200000000506,0.25742574257425743,1,1,1,1,1,0,0,0,0,0
Noise,225,LB,CQO,0.018227376235500525,136.38200000000506,0.39603960396039606,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.0023150991165309747,136.38200000000506,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,225,LB,CQO,1.3700357256683247,393.0780000000086,0,0,0,0,0,0,0,0,0,0,0
env2,225,LB,CQO,1.3699305662992627,393.0780000000086,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,8.32321709403966e-4,393.0780000000086,0.9801980198019802,0,0,0,0,0,0,0,0,0,0
Noise,225,LB,CQO,0.016962807546411305,393.0780000000086,0.504950495049505,0,0,0,0,0,0,0,0,0,0
env1,400,LB,CQO,3.9015955298281932,283.0320000000065,0,0,0,0,0,0,0,0,0,0,0
env2,400,LB,CQO,0.8061442578463673,283.0320000000065,0.25742574257425743,1,1,1,1,1,0,0,0,0,0
Noise,400,LB,CQO,0.003924630047414054,283.0320000000065,0.801980198019802,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.005053029129705263,283.0320000000065,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
env1,400,LB,CQO,1.2775640043524363,160.05100000000675,0.009900990099009901,0,0,0,0,0,0,0,0,0,0
env2,400,LB,CQO,1.277343296974737,160.05100000000675,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.007892567512710445,160.05100000000675,0.5445544554455446,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.02239911794468572,160.05100000000675,0.26732673267326734,0,0,0,0,0,0,0,0,0,0
env1,400,LB,CQO,3.9036842034614665,375.0049999999901,0,0,0,0,0,0,0,0,0,0,0
env2,400,LB,CQO,0.7975190927310233,375.0049999999901,0.5544554455445545,1,1,1,1,1,0,0,0,0,0
Noise,400,LB,CQO,0.004168125062485918,375.0049999999901,0.693069306930693,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.007255421878798218,375.0049999999901,0.5544554455445545,0,0,0,0,0,0,0,0,0,0
env1,400,LB,CQO,1.3498156749830235,412.4509999999864,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
env2,400,LB,CQO,1.3495371559853881,412.4509999999864,0,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.02521008730044421,412.4509999999864,0.1782178217821782,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.010794106514010894,412.4509999999864,0.4158415841584158,0,0,0,0,0,0,0,0,0,0
env1,400,LB,CQO,1.369425404842962,240.5679999999993,0,0,0,0,0,0,0,0,0,0,0
env2,400,LB,CQO,1.3694128467735038,240.5679999999993,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.002306616255157714,240.5679999999993,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
Noise,400,LB,CQO,0.005397673475409498,240.5679999999993,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
env1,625,LB,CQO,1.1340588107590184,503.19499999999243,0.12871287128712872,1,1,1,1,1,0,0,0,0,0
env2,625,LB,CQO,1.1339566269099195,503.19499999999243,0.09900990099009901,1,1,1,1,0,0,0,0,0,0
Noise,625,LB,CQO,0.0067677486558983466,503.19499999999243,0.5247524752475248,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.013637495108647651,503.19499999999243,0.27722772277227725,0,0,0,0,0,0,0,0,0,0
env1,625,LB,CQO,3.848815849569035,455.98799999999756,0,0,0,0,0,0,0,0,0,0,0
env2,625,LB,CQO,0.8100644698231396,455.98799999999756,0.297029702970297,1,1,1,1,1,0,0,0,0,0
Noise,625,LB,CQO,0.0017841392047679028,455.98799999999756,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.007960428842587006,455.98799999999756,0.40594059405940597,0,0,0,0,0,0,0,0,0,0
env1,625,LB,CQO,1.0640075836398375,678.4550000000017,0.0891089108910891,1,1,1,1,0,0,0,0,0,0
env2,625,LB,CQO,1.063911228852812,678.4550000000017,0.19801980198019803,1,1,1,1,1,0,0,0,0,0
Noise,625,LB,CQO,0.004089703268774985,678.4550000000017,0.7425742574257426,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.013734779139890688,678.4550000000017,0.18811881188118812,0,0,0,0,0,0,0,0,0,0
env1,625,LB,CQO,3.8364680524875725,642.4030000000057,0,0,0,0,0,0,0,0,0,0,0
env2,625,LB,CQO,0.8049258456374851,642.4030000000057,0.42574257425742573,1,1,1,1,1,0,0,0,0,0
Noise,625,LB,CQO,0.01030059520045696,642.4030000000057,0.26732673267326734,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.0027520088379088996,642.4030000000057,0.7524752475247525,0,0,0,0,0,0,0,0,0,0
env1,625,LB,CQO,1.3975223891784367,572.0760000000009,0,0,0,0,0,0,0,0,0,0,0
env2,625,LB,CQO,1.3974598529362239,572.0760000000009,0,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.003047137810580399,572.0760000000009,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,625,LB,CQO,0.012871911439390085,572.0760000000009,0.25742574257425743,0,0,0,0,0,0,0,0,0,0
env1,900,LB,CQO,1.3939755835273264,499.81600000000003,0,0,0,0,0,0,0,0,0,0,0
env2,900,LB,CQO,1.3939687452519063,499.81600000000003,0,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.0014947156575513662,499.81600000000003,0.8514851485148515,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.0041649343263599915,499.81600000000003,0.7524752475247525,0,0,0,0,0,0,0,0,0,0
env1,900,LB,CQO,1.389728610528913,586.7420000000002,0,0,0,0,0,0,0,0,0,0,0
env2,900,LB,CQO,1.3897087491431832,586.7420000000002,0.019801980198019802,1,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.004791569510043543,586.7420000000002,0.6237623762376238,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.005694694496091863,586.7420000000002,0.45544554455445546,0,0,0,0,0,0,0,0,0,0
env1,900,LB,CQO,1.1280715426047658,1669.3709999999992,0.039603960396039604,1,1,0,0,0,0,0,0,0,0
env2,900,LB,CQO,1.1279638941983785,1669.3709999999992,0,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.011689015942033008,1669.3709999999992,0.297029702970297,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.010321131503146539,1669.3709999999992,0.4158415841584158,0,0,0,0,0,0,0,0,0,0
env1,900,LB,CQO,3.7903630726803836,605.8940000000002,0,0,0,0,0,0,0,0,0,0,0
env2,900,LB,CQO,0.7507664388098618,605.8940000000002,0.7227722772277227,1,1,1,1,1,0,0,0,0,0
Noise,900,LB,CQO,0.008779583525029784,605.8940000000002,0.36633663366336633,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.0016101543547394344,605.8940000000002,0.8415841584158416,0,0,0,0,0,0,0,0,0,0
env1,900,LB,CQO,1.1035415682282195,1801.9279999999999,0.0594059405940594,1,1,1,0,0,0,0,0,0,0
env2,900,LB,CQO,1.103464334267192,1801.9279999999999,0.07920792079207921,1,1,1,1,0,0,0,0,0,0
Noise,900,LB,CQO,0.004478911312791632,1801.9279999999999,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,900,LB,CQO,0.012268159356558405,1801.9279999999999,0.3069306930693069,0,0,0,0,0,0,0,0,0,0
env1,25,BB,CQO,5.275602023677526,18.093999999997322,0,0,0,0,0,0,0,0,0,0,0
env2,25,BB,CQO,5.276534461975733,18.093999999997322,0,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.005178397721717933,18.093999999997322,0.801980198019802,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.007412903946339625,18.093999999997322,0.693069306930693,0,0,0,0,0,0,0,0,0,0
env1,25,BB,CQO,4.3971714404812605,20.429999999993015,0,0,0,0,0,0,0,0,0,0,0
env2,25,BB,CQO,4.4009934778258435,20.429999999993015,0,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.011838483839097134,20.429999999993015,0.5148514851485149,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.004316461723190619,20.429999999993015,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,25,BB,CQO,4.938661685387555,21.756999999997788,0,0,0,0,0,0,0,0,0,0,0
env2,25,BB,CQO,4.927476145211607,21.756999999997788,0,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.011732678485377967,21.756999999997788,0.6039603960396039,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.021548059503954182,21.756999999997788,0.25742574257425743,0,0,0,0,0,0,0,0,0,0
env1,25,BB,CQO,5.119805285659602,18.719000000011874,0,0,0,0,0,0,0,0,0,0,0
env2,25,BB,CQO,5.114786620439476,18.719000000011874,0,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.005280022602253862,18.719000000011874,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.016620506685350596,18.719000000011874,0.26732673267326734,0,0,0,0,0,0,0,0,0,0
env1,25,BB,CQO,3.8239992460788432,22.362000000008265,0,0,0,0,0,0,0,0,0,0,0
env2,25,BB,CQO,3.8264637872227425,22.362000000008265,0,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.011243370700192757,22.362000000008265,0.5346534653465347,0,0,0,0,0,0,0,0,0,0
Noise,25,BB,CQO,0.00950650043242439,22.362000000008265,0.44554455445544555,0,0,0,0,0,0,0,0,0,0
env1,100,BB,CQO,3.063629812378091,47.88400000000547,0,0,0,0,0,0,0,0,0,0,0
env2,100,BB,CQO,3.086134973048707,47.88400000000547,0,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.10421733026888988,47.88400000000547,0.22772277227722773,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.0860842841640383,47.88400000000547,0.31683168316831684,0,0,0,0,0,0,0,0,0,0
env1,100,BB,CQO,3.4987569027946552,48.92500000000291,0,0,0,0,0,0,0,0,0,0,0
env2,100,BB,CQO,3.470610486169756,48.92500000000291,0,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.13100121346264926,48.92500000000291,0.2079207920792079,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.02385878718426724,48.92500000000291,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
env1,100,BB,CQO,3.482310752277566,47.40200000000186,0,0,0,0,0,0,0,0,0,0,0
env2,100,BB,CQO,3.458836062587425,47.40200000000186,0,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.13789142677291516,47.40200000000186,0.13861386138613863,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.08007097358862672,47.40200000000186,0.4158415841584158,0,0,0,0,0,0,0,0,0,0
env1,100,BB,CQO,3.5797013191376834,51.06500000000233,0,0,0,0,0,0,0,0,0,0,0
env2,100,BB,CQO,3.5726327617812377,51.06500000000233,0,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.05266925189959749,51.06500000000233,0.7227722772277227,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.12056949652531893,51.06500000000233,0.1485148514851485,0,0,0,0,0,0,0,0,0,0
env1,100,BB,CQO,3.61641031406044,54.85900000001129,0,0,0,0,0,0,0,0,0,0,0
env2,100,BB,CQO,3.6101710610317066,54.85900000001129,0,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.14467028496389367,54.85900000001129,0.1485148514851485,0,0,0,0,0,0,0,0,0,0
Noise,100,BB,CQO,0.09013207181011008,54.85900000001129,0.31683168316831684,0,0,0,0,0,0,0,0,0,0
env1,225,BB,CQO,3.3026569276559465,95.51300000000629,0,0,0,0,0,0,0,0,0,0,0
env2,225,BB,CQO,3.3054615375682497,95.51300000000629,0,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.07659005148726078,95.51300000000629,0.1188118811881188,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.03921681749933886,95.51300000000629,0.48514851485148514,0,0,0,0,0,0,0,0,0,0
env1,225,BB,CQO,3.4765924863991633,79.02499999999418,0,0,0,0,0,0,0,0,0,0,0
env2,225,BB,CQO,3.4773368811000007,79.02499999999418,0,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.04167280957161433,79.02499999999418,0.594059405940594,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.01982379882917468,79.02499999999418,0.8910891089108911,0,0,0,0,0,0,0,0,0,0
env1,225,BB,CQO,3.1785167535763303,76.80199999999604,0,0,0,0,0,0,0,0,0,0,0
env2,225,BB,CQO,3.1559737913821357,76.80199999999604,0,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.09624945885850682,76.80199999999604,0.04950495049504951,0,0,0,0,0,0,0,1,1,1
Noise,225,BB,CQO,0.019939726843979363,76.80199999999604,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
env1,225,BB,CQO,3.4422297639915556,78.17699999999604,0,0,0,0,0,0,0,0,0,0,0
env2,225,BB,CQO,3.443472965850514,78.17699999999604,0,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.017626610298970564,78.17699999999604,0.8910891089108911,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.02390882892120354,78.17699999999604,0.7326732673267327,0,0,0,0,0,0,0,0,0,0
env1,225,BB,CQO,3.3453206878748896,83.8859999999986,0,0,0,0,0,0,0,0,0,0,0
env2,225,BB,CQO,3.342438365731323,83.8859999999986,0,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.043090608236649716,83.8859999999986,0.5544554455445545,0,0,0,0,0,0,0,0,0,0
Noise,225,BB,CQO,0.04236469359062471,83.8859999999986,0.5445544554455446,0,0,0,0,0,0,0,0,0,0
env1,400,BB,CQO,3.2488180891970875,710.1990000000078,0,0,0,0,0,0,0,0,0,0,0
env2,400,BB,CQO,3.2497050602934268,710.1990000000078,0,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.03311090041964089,710.1990000000078,0.43564356435643564,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.013838019799468144,710.1990000000078,0.900990099009901,0,0,0,0,0,0,0,0,0,0
env1,400,BB,CQO,3.2880784261349003,195.76900000000023,0,0,0,0,0,0,0,0,0,0,0
env2,400,BB,CQO,3.2902221340845306,195.76900000000023,0,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.01629644655434691,195.76900000000023,0.8712871287128713,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.019869520032353427,195.76900000000023,0.7128712871287128,0,0,0,0,0,0,0,0,0,0
env1,400,BB,CQO,2.8659961026132064,188.3119999999908,0,0,0,0,0,0,0,0,0,0,0
env2,400,BB,CQO,2.865524045507586,188.3119999999908,0,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.04446838015288516,188.3119999999908,0.25742574257425743,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.008699520406990405,188.3119999999908,0.9405940594059405,0,0,0,0,0,0,0,0,0,0
env1,400,BB,CQO,3.345155986341219,208.75599999999395,0,0,0,0,0,0,0,0,0,0,0
env2,400,BB,CQO,3.33849387047274,208.75599999999395,0,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.02467881541814659,208.75599999999395,0.6039603960396039,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.06546458555175838,208.75599999999395,0.0297029702970297,0,0,0,0,0,0,1,1,1,1
env1,400,BB,CQO,3.206084774725307,879.7279999999882,0,0,0,0,0,0,0,0,0,0,0
env2,400,BB,CQO,3.2039531291122905,879.7279999999882,0,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.026869521655383907,879.7279999999882,0.6138613861386139,0,0,0,0,0,0,0,0,0,0
Noise,400,BB,CQO,0.0025391112434042288,879.7279999999882,0.9900990099009901,0,0,0,0,0,0,0,0,0,0
env1,625,BB,CQO,3.422429410478035,238.96500000001106,0,0,0,0,0,0,0,0,0,0,0
env2,625,BB,CQO,3.4228099877071125,238.96500000001106,0,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.034963278529706446,238.96500000001106,0.24752475247524752,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.013488385953384089,238.96500000001106,0.7524752475247525,0,0,0,0,0,0,0,0,0,0
env1,625,BB,CQO,3.356880615480935,239.66399999998976,0,0,0,0,0,0,0,0,0,0,0
env2,625,BB,CQO,3.3525398304320557,239.66399999998976,0,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.023065433111830725,239.66399999998976,0.5841584158415841,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.04317709061347677,239.66399999998976,0.10891089108910891,0,0,0,0,0,0,0,0,0,0
env1,625,BB,CQO,3.354356961450148,1047.225999999995,0,0,0,0,0,0,0,0,0,0,0
env2,625,BB,CQO,3.350903168370292,1047.225999999995,0,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.04657445970652559,1047.225999999995,0.1188118811881188,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.017008271987841904,1047.225999999995,0.6732673267326733,0,0,0,0,0,0,0,0,0,0
env1,625,BB,CQO,3.2515829586511833,245.97899999999208,0,0,0,0,0,0,0,0,0,0,0
env2,625,BB,CQO,3.254045857769496,245.97899999999208,0,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.020879332410750174,245.97899999999208,0.594059405940594,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.055291030087628645,245.97899999999208,0.0594059405940594,0,0,0,0,0,0,0,0,1,1
env1,625,BB,CQO,3.2771563780695923,251.4429999999993,0,0,0,0,0,0,0,0,0,0,0
env2,625,BB,CQO,3.2789192847847257,251.4429999999993,0,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.016987035330410596,251.4429999999993,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,625,BB,CQO,0.028364148907551255,251.4429999999993,0.36633663366336633,0,0,0,0,0,0,0,0,0,0
env1,900,BB,CQO,3.3909473074964422,565.5039999999999,0,0,0,0,0,0,0,0,0,0,0
env2,900,BB,CQO,3.3913546984318943,565.5039999999999,0,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.04548375661344526,565.5039999999999,0.019801980198019802,0,0,0,0,0,0,1,1,1,1
Noise,900,BB,CQO,0.0464034253870472,565.5039999999999,0.0297029702970297,0,0,0,0,0,0,1,1,1,1
env1,900,BB,CQO,3.3920633682442975,556.5109999999986,0,0,0,0,0,0,0,0,0,0,0
env2,900,BB,CQO,3.3920266210996033,556.5109999999986,0,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.007463105949923504,556.5109999999986,0.9207920792079208,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.02527495017253659,556.5109999999986,0.31683168316831684,0,0,0,0,0,0,0,0,0,0
env1,900,BB,CQO,3.2968890633559154,464.4470000000001,0,0,0,0,0,0,0,0,0,0,0
env2,900,BB,CQO,3.296405025332554,464.4470000000001,0,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.015305576160107798,464.4470000000001,0.7227722772277227,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.005911908219620038,464.4470000000001,0.9504950495049505,0,0,0,0,0,0,0,0,0,0
env1,900,BB,CQO,3.0439687423837234,550.4029999999984,0,0,0,0,0,0,0,0,0,0,0
env2,900,BB,CQO,3.048745358692231,550.4029999999984,0,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.029804092672179212,550.4029999999984,0.297029702970297,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.00984795067115594,550.4029999999984,0.8613861386138614,0,0,0,0,0,0,0,0,0,0
env1,900,BB,CQO,3.2888273970683715,526.1910000000062,0,0,0,0,0,0,0,0,0,0,0
env2,900,BB,CQO,3.2877028236488464,526.1910000000062,0,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.014573410138642079,526.1910000000062,0.7029702970297029,0,0,0,0,0,0,0,0,0,0
Noise,900,BB,CQO,0.017185462830685207,526.1910000000062,0.6039603960396039,0,0,0,0,0,0,0,0,0,0
